# timestamp tx ty tz qx qy qz qw
1641270591.15353 -1.8023667335510254 0.4543878734111786 0.5196936130523682 0.005889694206416607 -0.079859659075737 0.9313490390777588 -0.35521361231803894
1641270591.1735833 -1.8022462129592896 0.45404940843582153 0.5195567011833191 0.006171740125864744 -0.07938645035028458 0.931161105632782 -0.3558071553707123
1641270591.1894026 -1.8020827770233154 0.4537501037120819 0.5194408893585205 0.006683914456516504 -0.07856602966785431 0.931053876876831 -0.3562602996826172
1641270591.20999 -1.8019284009933472 0.45346856117248535 0.5193644165992737 0.0071589830331504345 -0.07831788808107376 0.9309643507003784 -0.3565394878387451
1641270591.229543 -1.8018351793289185 0.4532366991043091 0.5192896723747253 0.007313188631087542 -0.0783698707818985 0.930884063243866 -0.35673460364341736
1641270591.2495944 -1.8016606569290161 0.4530982971191406 0.5192611813545227 0.007648153696209192 -0.07844685763120651 0.9307833909988403 -0.3569732904434204
1641270591.2700424 -1.8014603853225708 0.4530180096626282 0.519310712814331 0.008323791436851025 -0.07848932594060898 0.9306665062904358 -0.3572533428668976
1641270591.2896423 -1.8011934757232666 0.45298275351524353 0.5193474888801575 0.00892262440174818 -0.07885755598545074 0.930518627166748 -0.3575429618358612
1641270591.3095362 -1.8009878396987915 0.4529836177825928 0.5193403363227844 0.009352926164865494 -0.07925873249769211 0.9303830862045288 -0.3577958047389984
1641270591.3298597 -1.8008366823196411 0.4529991149902344 0.5193396210670471 0.009720628149807453 -0.07963792979717255 0.9303516149520874 -0.3577837347984314
1641270591.3500018 -1.80072820186615 0.4530521631240845 0.5192971229553223 0.009707899764180183 -0.08005305379629135 0.9303755760192871 -0.3576291501522064
1641270591.369629 -1.8005852699279785 0.45312872529029846 0.5193125605583191 0.00991462916135788 -0.08020149171352386 0.930422842502594 -0.3574671745300293
1641270591.3897374 -1.8004337549209595 0.453178733587265 0.5193439722061157 0.010200121439993382 -0.08010513335466385 0.9304911494255066 -0.3573029637336731
1641270591.4095218 -1.8003557920455933 0.4532708525657654 0.519364595413208 0.01018749363720417 -0.0801779255270958 0.9305018186569214 -0.35725918412208557
1641270591.4298508 -1.8003352880477905 0.45341309905052185 0.5193686485290527 0.01020448561757803 -0.08002819865942001 0.9305912256240845 -0.3570592999458313
1641270591.4498737 -1.8003987073898315 0.45359793305397034 0.5193729400634766 0.010144572705030441 -0.07967222481966019 0.9307419061660767 -0.3567477762699127
1641270591.4695446 -1.8004305362701416 0.45375511050224304 0.5193831324577332 0.009863348677754402 -0.07914678007364273 0.9309357404708862 -0.3563666343688965
1641270591.4895208 -1.80045747756958 0.4539031684398651 0.5193697214126587 0.008986731059849262 -0.07873992621898651 0.9310357570648193 -0.3562186062335968
1641270591.5100057 -1.8005242347717285 0.45410221815109253 0.5193450450897217 0.008190804161131382 -0.0781034529209137 0.9311805963516235 -0.3559991717338562
1641270591.53377 -1.80058753490448 0.45430809259414673 0.5193202495574951 0.007899202406406403 -0.0772961899638176 0.9312734603881836 -0.3559390604496002
1641270591.549455 -1.8006869554519653 0.45446082949638367 0.5192385315895081 0.007711948826909065 -0.07591256499290466 0.9313515424728394 -0.3560367226600647
1641270591.5701704 -1.8007572889328003 0.4546647071838379 0.5191919207572937 0.007607705891132355 -0.07540522515773773 0.9314344525337219 -0.35592982172966003
1641270591.5895596 -1.800789713859558 0.454865425825119 0.5191404223442078 0.00752794835716486 -0.07468008249998093 0.9315511584281921 -0.35577887296676636
