# timestamp tx ty tz qx qy qz qw
1641272910.5898695 -1.7541389465332031 0.5347243547439575 0.709718644618988 0.041181545704603195 -0.0735091045498848 0.9031749367713928 -0.42092227935791016
1641272910.614107 -1.7541308403015137 0.5347442626953125 0.7096283435821533 0.04108784720301628 -0.07335014641284943 0.9032691121101379 -0.420756995677948
1641272910.6337502 -1.7540804147720337 0.5348387956619263 0.7094772458076477 0.041174549609422684 -0.07379663735628128 0.9032102823257446 -0.4207967519760132
1641272910.6499274 -1.7539912462234497 0.5348702669143677 0.7093400955200195 0.04201335459947586 -0.07262561470270157 0.903179407119751 -0.42098376154899597
1641272910.6701324 -1.7539347410202026 0.5348790287971497 0.709236741065979 0.042133938521146774 -0.07223694771528244 0.9032745957374573 -0.42083439230918884
1641272910.6899328 -1.7538959980010986 0.5350133776664734 0.7091841697692871 0.040869615972042084 -0.07348747551441193 0.9031925797462463 -0.4209185242652893
1641272910.7098854 -1.7538584470748901 0.535042405128479 0.7091104984283447 0.03998315706849098 -0.073491171002388 0.9033272862434387 -0.4207139015197754
1641272910.7301617 -1.7538260221481323 0.5351317524909973 0.7089716196060181 0.03851553052663803 -0.07432536035776138 0.9036651849746704 -0.4199780225753784
1641272910.750088 -1.7537713050842285 0.5351255536079407 0.7087961435317993 0.038266416639089584 -0.07419022172689438 0.9037212133407593 -0.41990405321121216
1641272910.7696962 -1.7537519931793213 0.5350559949874878 0.7087636590003967 0.03711845353245735 -0.07459746301174164 0.9037674069404602 -0.41983553767204285
1641272910.7938075 -1.753762125968933 0.535001814365387 0.7086021900177002 0.036592915654182434 -0.07472807168960571 0.9036838412284851 -0.4200383424758911
1641272910.8134036 -1.7537429332733154 0.5349749326705933 0.7085409164428711 0.03655685856938362 -0.07458104193210602 0.9035879969596863 -0.42027372121810913
1641272910.8323214 -1.7537435293197632 0.5349148511886597 0.7084720730781555 0.03617855906486511 -0.07473354786634445 0.90350341796875 -0.4204612076282501
1641272910.8541987 -1.7537118196487427 0.5349807143211365 0.708253800868988 0.03629155457019806 -0.07452112436294556 0.9033982753753662 -0.42071494460105896
1641272910.8716533 -1.7536484003067017 0.5350174307823181 0.7082545757293701 0.03588653728365898 -0.0745089054107666 0.9033650159835815 -0.42082324624061584
1641272910.8898244 -1.7535512447357178 0.535065233707428 0.7082135677337646 0.0358712337911129 -0.07434073090553284 0.9033064246177673 -0.4209800064563751
1641272910.9099953 -1.7534315586090088 0.535182774066925 0.7081841826438904 0.03599909320473671 -0.07419700175523758 0.9032583832740784 -0.4210975170135498
1641272910.9297602 -1.7533212900161743 0.5352407693862915 0.7082298994064331 0.03559838980436325 -0.0741773396730423 0.9032749533653259 -0.42109957337379456
1641272910.9537811 -1.7532628774642944 0.5353555083274841 0.7081305384635925 0.036193039268255234 -0.07385261356830597 0.9032095670700073 -0.42124611139297485
1641272910.9698777 -1.7531136274337769 0.5352563261985779 0.7080378532409668 0.037523575127124786 -0.0727289617061615 0.9028889536857605 -0.4220119118690491
1641272910.9896958 -1.7530680894851685 0.535460352897644 0.7082064151763916 0.0367303229868412 -0.07358554005622864 0.903093695640564 -0.421494722366333
1641272911.00981 -1.7529865503311157 0.5355667471885681 0.7081158757209778 0.03708059713244438 -0.07367103546857834 0.9030489921569824 -0.4215449094772339
1641272911.034115 -1.7528706789016724 0.535459041595459 0.7079722285270691 0.03900368884205818 -0.07168081402778625 0.902930498123169 -0.42196810245513916
